FILTROS;;;;;;;;;;;;;;;
;0 Registros;;;;;;0;0;;;;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_NAT_RET;DT_RET;VL_BC_RET;VL_RET;COD_REC;IND_NAT_REC;CNPJ;VL_RET_PIS;VL_RET_COFINS;IND_DEC;
