FILTROS;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_AP;G1_01;G1_02;G1_03;G1_04;G1_05;G1_06;G1_07;G1_08;G1_09;G1_10;G1_11;
