FILTROS;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;0;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;CNPJ;COD_MOD;SER;SUB_SER;COD_SIT;VL_TOT_REC;QUANT_DOC;CST_PIS;CST_COFINS;CFOP;INFO_COMPL;COD_CTA;
